battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1219,0,1.0,1,0.0,0.0,17.0,0.7,196.0,5.0,4.0,473.0,1022.0,705.0,11.0,3.0,6,0,1,1,0
612,1,0.7,0,6.0,0.0,35.0,0.6,181.0,5.0,12.0,1294.0,1337.0,3169.0,14.0,9.0,6,0,0,0,2
1658,1,1.4,0,0.0,1.0,39.0,0.7,182.0,1.0,5.0,410.0,522.0,3483.0,10.0,1.0,15,1,0,1,3
1263,0,0.5,0,12.0,0.0,64.0,0.3,175.0,5.0,18.0,178.0,1883.0,1183.0,14.0,3.0,17,0,0,1,1
1395,1,2.8,0,0.0,1.0,55.0,0.6,118.0,3.0,1.0,782.0,1787.0,3373.0,11.0,2.0,16,1,1,0,3
621,1,2.7,1,0.0,0.0,54.0,0.1,151.0,4.0,20.0,434.0,910.0,2801.0,6.0,1.0,5,1,1,1,2
652,0,0.5,1,1.0,0.0,58.0,0.6,142.0,3.0,2.0,464.0,781.0,565.0,18.0,12.0,9,0,0,1,0
1175,0,0.6,0,10.0,0.0,25.0,0.1,145.0,2.0,12.0,137.0,1501.0,3153.0,9.0,4.0,12,1,0,0,2
561,1,1.0,0,0.0,0.0,11.0,0.1,163.0,8.0,10.0,492.0,1176.0,3421.0,16.0,2.0,5,1,1,1,2
1137,0,2.2,0,6.0,1.0,3.0,0.9,173.0,5.0,7.0,1250.0,1285.0,316.0,15.0,14.0,17,1,0,0,0
1835,1,2.3,0,4.0,1.0,11.0,0.1,193.0,7.0,13.0,385.0,583.0,448.0,18.0,17.0,14,1,0,0,0
1170,0,2.9,1,2.0,0.0,40.0,0.4,169.0,6.0,5.0,427.0,684.0,2366.0,16.0,8.0,2,1,1,1,1
1595,1,0.8,1,0.0,1.0,44.0,0.7,85.0,4.0,20.0,1024.0,1838.0,3881.0,14.0,10.0,9,1,0,1,3
1719,1,2.0,0,0.0,0.0,12.0,0.3,122.0,8.0,7.0,240.0,904.0,462.0,6.0,3.0,5,0,0,0,0
1770,0,2.3,1,0.0,0.0,7.0,0.8,128.0,7.0,6.0,886.0,1552.0,1480.0,6.0,1.0,17,1,0,0,1
1312,0,0.5,1,0.0,1.0,28.0,0.8,163.0,2.0,0.0,1233.0,1854.0,1087.0,17.0,16.0,14,1,0,0,1
1878,0,1.5,1,5.0,1.0,56.0,0.3,139.0,5.0,13.0,183.0,559.0,2711.0,8.0,2.0,3,1,1,1,2
1871,1,2.0,0,7.0,1.0,20.0,0.1,81.0,7.0,14.0,88.0,1682.0,2144.0,13.0,12.0,12,1,1,1,2
922,0,1.5,1,1.0,1.0,35.0,0.9,188.0,7.0,15.0,1016.0,1383.0,1165.0,19.0,6.0,4,1,1,1,0
1975,1,1.5,0,6.0,1.0,16.0,0.9,128.0,8.0,11.0,80.0,655.0,2998.0,5.0,4.0,13,1,1,0,2
1212,0,2.6,0,1.0,1.0,46.0,0.3,102.0,4.0,8.0,611.0,1715.0,2249.0,14.0,3.0,4,1,1,1,2
1430,1,0.9,0,3.0,0.0,56.0,0.1,179.0,3.0,5.0,569.0,906.0,752.0,17.0,8.0,17,0,0,1,0
1958,1,1.9,1,0.0,0.0,4.0,0.2,190.0,2.0,3.0,304.0,637.0,1409.0,16.0,5.0,3,0,0,0,1
1836,1,2.1,1,0.0,1.0,30.0,0.2,184.0,7.0,15.0,276.0,1230.0,3072.0,7.0,3.0,5,1,1,0,3
557,1,1.6,0,0.0,0.0,24.0,0.5,125.0,3.0,0.0,1131.0,1315.0,1305.0,12.0,8.0,3,1,0,1,0
539,1,0.6,1,9.0,0.0,21.0,0.1,145.0,7.0,14.0,551.0,599.0,3597.0,14.0,5.0,9,0,0,0,2
880,0,0.5,1,1.0,0.0,44.0,0.5,172.0,8.0,15.0,436.0,1302.0,3132.0,8.0,7.0,6,0,1,1,2
1369,1,1.8,1,6.0,0.0,34.0,0.5,162.0,1.0,7.0,553.0,727.0,3856.0,18.0,4.0,18,0,1,1,3
1109,1,2.7,1,1.0,0.0,39.0,0.4,98.0,1.0,9.0,1391.0,1787.0,1524.0,15.0,10.0,7,1,1,1,1
843,0,1.8,1,0.0,0.0,16.0,0.1,166.0,5.0,6.0,981.0,1096.0,3673.0,12.0,1.0,20,1,0,1,3
598,0,2.3,1,7.0,0.0,21.0,0.7,196.0,2.0,10.0,680.0,1173.0,3293.0,8.0,4.0,7,1,0,1,2
972,1,2.7,1,1.0,0.0,5.0,1.0,126.0,4.0,2.0,687.0,816.0,3035.0,12.0,7.0,19,1,0,1,2
1944,1,0.5,0,5.0,1.0,36.0,0.1,197.0,6.0,18.0,1060.0,1970.0,584.0,17.0,14.0,13,1,1,0,1
1225,0,0.7,1,0.0,1.0,2.0,0.6,138.0,7.0,1.0,217.0,1101.0,2675.0,12.0,11.0,15,1,1,0,2
644,1,1.3,1,7.0,1.0,30.0,0.5,114.0,1.0,16.0,1140.0,1654.0,2382.0,9.0,0.0,19,1,0,1,2
1919,0,1.5,0,5.0,1.0,48.0,0.8,150.0,4.0,6.0,304.0,1191.0,1391.0,19.0,13.0,12,1,0,1,1
501,0,2.3,0,12.0,1.0,54.0,0.3,131.0,4.0,19.0,504.0,1089.0,2346.0,13.0,12.0,2,1,0,1,1
1620,1,2.2,1,0.0,1.0,30.0,0.2,185.0,3.0,3.0,832.0,1033.0,606.0,6.0,0.0,18,1,0,0,0
1227,1,1.1,1,0.0,0.0,34.0,0.2,130.0,3.0,3.0,935.0,1781.0,1324.0,7.0,3.0,12,0,1,1,1
1359,1,0.5,1,1.0,1.0,58.0,0.5,107.0,6.0,3.0,446.0,901.0,1076.0,16.0,8.0,4,1,1,1,0
1914,0,0.7,0,1.0,0.0,35.0,0.6,118.0,8.0,2.0,942.0,1701.0,643.0,17.0,1.0,8,1,0,1,1
1645,1,1.8,0,1.0,0.0,21.0,0.7,123.0,7.0,2.0,897.0,1308.0,783.0,10.0,8.0,20,1,0,0,0
1063,1,1.1,0,0.0,1.0,26.0,0.8,101.0,5.0,2.0,1208.0,1232.0,3809.0,17.0,16.0,5,1,0,1,3
946,0,2.1,0,0.0,1.0,19.0,0.2,154.0,8.0,0.0,159.0,630.0,2104.0,7.0,4.0,16,1,1,0,1
1231,0,1.2,1,5.0,0.0,54.0,0.8,185.0,3.0,10.0,632.0,1184.0,1762.0,5.0,3.0,6,1,1,0,1
1397,0,2.9,1,13.0,0.0,9.0,0.5,87.0,6.0,18.0,1308.0,1991.0,3137.0,12.0,1.0,11,1,1,1,3
701,1,0.7,0,7.0,0.0,15.0,0.5,160.0,3.0,11.0,1002.0,1256.0,1756.0,6.0,3.0,17,1,1,1,1
570,1,0.5,1,2.0,0.0,9.0,0.3,111.0,7.0,5.0,1331.0,1917.0,3663.0,14.0,10.0,14,0,0,0,3
1993,1,0.5,0,10.0,1.0,27.0,0.3,147.0,8.0,11.0,150.0,510.0,2437.0,14.0,0.0,9,1,0,0,2
955,0,0.5,1,4.0,0.0,43.0,0.9,143.0,5.0,8.0,1248.0,1511.0,1432.0,12.0,9.0,9,1,1,1,1
924,0,0.5,1,0.0,1.0,47.0,0.3,167.0,8.0,6.0,108.0,1813.0,1620.0,17.0,15.0,12,1,0,0,1
600,0,0.5,0,0.0,0.0,14.0,0.8,112.0,5.0,2.0,320.0,747.0,1655.0,18.0,0.0,9,0,0,0,0
518,0,0.8,1,0.0,0.0,3.0,0.1,178.0,7.0,1.0,437.0,1947.0,2832.0,5.0,0.0,8,1,0,1,2
1063,1,2.5,0,0.0,1.0,31.0,0.9,95.0,6.0,10.0,295.0,935.0,961.0,16.0,6.0,5,1,1,0,0
920,1,0.5,0,2.0,0.0,46.0,0.8,149.0,3.0,3.0,1058.0,1421.0,2608.0,6.0,0.0,2,0,0,1,2
1715,0,1.9,0,4.0,1.0,3.0,0.1,171.0,5.0,6.0,79.0,1652.0,514.0,7.0,4.0,13,1,0,0,0
1841,1,1.3,1,6.0,0.0,14.0,0.6,167.0,8.0,8.0,593.0,672.0,2304.0,7.0,1.0,18,0,0,1,2
543,1,0.5,1,4.0,1.0,60.0,0.7,132.0,5.0,7.0,693.0,1031.0,933.0,14.0,0.0,5,1,1,0,0
1762,1,2.7,1,13.0,1.0,25.0,0.9,189.0,1.0,14.0,300.0,527.0,1896.0,14.0,10.0,20,1,1,1,1
1112,1,0.5,1,1.0,0.0,53.0,0.6,121.0,4.0,16.0,234.0,739.0,3655.0,7.0,3.0,20,1,1,0,3
709,1,2.0,1,0.0,0.0,35.0,0.1,136.0,1.0,0.0,1545.0,1596.0,1973.0,12.0,9.0,16,0,1,1,1
1315,1,2.6,0,7.0,0.0,64.0,0.8,128.0,7.0,16.0,59.0,575.0,3278.0,6.0,3.0,13,0,0,0,2
1762,1,2.5,0,10.0,1.0,15.0,0.3,107.0,8.0,11.0,1103.0,1364.0,2183.0,8.0,3.0,11,1,1,0,2
1462,1,1.7,1,1.0,0.0,25.0,0.2,182.0,7.0,18.0,91.0,1478.0,824.0,15.0,5.0,13,1,0,1,0
571,0,1.6,1,8.0,0.0,35.0,0.2,186.0,7.0,20.0,177.0,1282.0,2598.0,13.0,5.0,8,1,1,0,1
666,1,0.5,1,7.0,1.0,54.0,0.4,81.0,3.0,13.0,58.0,1353.0,1254.0,15.0,9.0,9,1,1,1,0
1994,0,1.5,1,2.0,1.0,7.0,0.5,146.0,8.0,7.0,447.0,1435.0,3622.0,7.0,0.0,20,1,0,1,3
1583,1,2.1,1,11.0,0.0,14.0,0.7,148.0,7.0,16.0,942.0,1651.0,1704.0,17.0,13.0,2,1,0,1,2
1778,0,1.4,1,3.0,1.0,45.0,1.0,132.0,4.0,17.0,88.0,516.0,1624.0,15.0,13.0,9,1,1,0,1
1926,1,1.1,0,13.0,1.0,50.0,0.2,179.0,6.0,17.0,371.0,1000.0,3809.0,17.0,12.0,17,1,1,0,3
966,1,0.6,0,9.0,1.0,50.0,0.2,117.0,4.0,10.0,1446.0,1754.0,2574.0,10.0,1.0,5,1,0,1,2
568,0,2.0,0,1.0,0.0,36.0,0.3,179.0,3.0,4.0,181.0,1703.0,950.0,17.0,9.0,9,1,0,0,0
1897,0,3.0,0,1.0,1.0,21.0,0.5,192.0,8.0,2.0,1311.0,1935.0,273.0,17.0,6.0,3,1,1,1,0
1695,0,0.5,1,6.0,1.0,46.0,0.7,200.0,3.0,9.0,1791.0,1898.0,446.0,16.0,13.0,15,1,1,1,1
1623,1,1.2,0,6.0,1.0,61.0,0.9,120.0,7.0,12.0,1568.0,1832.0,1510.0,12.0,10.0,17,1,1,0,2
914,1,0.5,0,0.0,1.0,26.0,0.7,147.0,4.0,0.0,706.0,721.0,1122.0,12.0,9.0,2,1,1,1,0
1721,1,0.5,1,4.0,1.0,33.0,0.5,128.0,4.0,5.0,871.0,1048.0,707.0,19.0,2.0,5,1,1,1,0
890,1,2.2,1,4.0,0.0,44.0,0.5,198.0,8.0,13.0,1074.0,1873.0,751.0,7.0,3.0,3,0,0,0,0
600,0,0.5,0,1.0,0.0,48.0,0.8,191.0,3.0,7.0,501.0,1465.0,3393.0,12.0,7.0,8,1,0,0,2
1677,0,1.8,1,4.0,0.0,11.0,0.7,124.0,6.0,8.0,271.0,1477.0,3771.0,15.0,6.0,12,1,0,0,3
723,0,0.5,0,0.0,1.0,3.0,0.2,168.0,4.0,3.0,920.0,1748.0,1851.0,15.0,3.0,16,1,0,0,1
638,0,1.7,1,11.0,0.0,27.0,0.5,102.0,4.0,17.0,1171.0,1383.0,2735.0,7.0,2.0,9,1,1,0,2
852,0,1.0,1,4.0,1.0,62.0,0.7,104.0,7.0,13.0,293.0,1159.0,2253.0,17.0,4.0,7,1,1,0,1
1979,1,1.6,1,0.0,0.0,32.0,0.2,165.0,7.0,1.0,833.0,1630.0,452.0,13.0,6.0,14,0,1,0,0
710,1,0.5,0,6.0,0.0,32.0,0.8,151.0,5.0,9.0,485.0,857.0,1419.0,12.0,11.0,18,0,1,0,0
1034,0,2.6,1,2.0,1.0,45.0,0.3,190.0,3.0,4.0,182.0,1293.0,969.0,15.0,1.0,7,1,0,0,0
600,0,2.5,1,8.0,1.0,22.0,0.1,145.0,1.0,11.0,207.0,1162.0,3441.0,19.0,1.0,5,1,0,0,2
1027,0,0.5,0,2.0,1.0,64.0,0.9,103.0,2.0,7.0,1698.0,1747.0,3786.0,17.0,12.0,12,1,0,0,3
1260,0,0.6,0,5.0,1.0,13.0,1.0,106.0,6.0,6.0,165.0,736.0,2710.0,13.0,1.0,8,1,1,0,2
1793,0,1.8,1,10.0,0.0,12.0,0.5,169.0,6.0,17.0,1086.0,1418.0,3533.0,16.0,14.0,15,1,1,1,3
675,0,2.3,0,10.0,0.0,60.0,0.9,144.0,5.0,15.0,192.0,757.0,1735.0,7.0,0.0,13,1,0,1,0
658,1,2.7,0,0.0,1.0,12.0,0.9,103.0,7.0,3.0,1156.0,1750.0,3587.0,14.0,11.0,20,1,0,0,3
1694,1,0.6,0,0.0,1.0,34.0,0.3,102.0,7.0,7.0,377.0,549.0,2298.0,17.0,5.0,2,1,1,0,2
804,1,0.8,1,12.0,1.0,41.0,0.9,89.0,1.0,13.0,709.0,818.0,2027.0,11.0,5.0,11,1,0,0,1
1713,0,2.5,1,1.0,0.0,27.0,0.9,127.0,7.0,3.0,729.0,974.0,2406.0,13.0,10.0,20,1,0,1,2
706,0,0.5,0,13.0,1.0,31.0,0.1,108.0,3.0,19.0,543.0,938.0,2419.0,8.0,7.0,4,1,0,1,1
1362,0,0.5,0,3.0,0.0,25.0,0.8,131.0,7.0,9.0,553.0,1505.0,995.0,7.0,6.0,18,0,1,1,0
1527,0,2.7,0,10.0,1.0,60.0,0.1,154.0,5.0,14.0,526.0,1116.0,2078.0,5.0,3.0,11,1,1,1,2
768,0,0.5,1,0.0,0.0,19.0,0.9,159.0,2.0,1.0,637.0,991.0,1145.0,19.0,1.0,7,0,0,1,0
1314,0,2.9,1,8.0,1.0,41.0,0.1,155.0,4.0,12.0,113.0,577.0,626.0,10.0,4.0,4,1,1,1,0
705,1,0.5,0,5.0,1.0,57.0,0.9,155.0,6.0,9.0,1114.0,1374.0,1509.0,15.0,11.0,18,1,1,1,1
1403,0,2.7,0,2.0,1.0,26.0,0.1,164.0,5.0,3.0,461.0,1251.0,3371.0,13.0,9.0,9,1,0,1,3
1486,0,2.6,0,7.0,0.0,52.0,0.1,85.0,4.0,15.0,1430.0,1747.0,297.0,13.0,1.0,15,0,1,0,0
781,0,1.1,0,2.0,0.0,38.0,0.4,198.0,5.0,7.0,304.0,1674.0,3508.0,13.0,8.0,5,0,0,1,3
986,1,1.5,0,1.0,1.0,23.0,0.8,183.0,8.0,3.0,471.0,800.0,2385.0,16.0,9.0,19,1,0,0,1
1310,0,1.4,0,0.0,0.0,33.0,0.4,105.0,1.0,14.0,806.0,1016.0,1301.0,13.0,12.0,19,0,0,1,1
560,1,2.0,1,6.0,1.0,57.0,0.3,81.0,3.0,12.0,80.0,1327.0,2167.0,11.0,10.0,7,1,0,1,1
1348,0,1.3,0,0.0,0.0,43.0,0.4,116.0,5.0,6.0,204.0,501.0,3914.0,10.0,3.0,8,1,0,1,3
1567,0,0.5,1,3.0,0.0,22.0,0.5,119.0,6.0,6.0,545.0,1621.0,2312.0,9.0,1.0,18,1,0,0,2
1940,1,0.9,1,4.0,0.0,17.0,0.7,93.0,5.0,7.0,112.0,858.0,2297.0,14.0,6.0,8,0,1,0,2
1979,1,2.9,1,0.0,1.0,19.0,1.0,176.0,3.0,9.0,1331.0,1532.0,411.0,8.0,2.0,2,1,1,1,0
561,1,2.1,1,7.0,1.0,2.0,0.1,193.0,3.0,13.0,1055.0,1294.0,665.0,10.0,0.0,4,1,1,0,0
1717,1,1.3,0,1.0,0.0,62.0,0.7,130.0,1.0,3.0,609.0,810.0,3226.0,6.0,4.0,5,0,1,0,3
535,0,1.5,0,1.0,1.0,48.0,0.7,113.0,1.0,4.0,290.0,811.0,740.0,11.0,10.0,18,1,1,0,0
1413,0,0.5,1,4.0,1.0,39.0,0.1,185.0,5.0,12.0,1039.0,1318.0,3878.0,19.0,16.0,4,1,0,0,3
1358,0,2.5,1,0.0,0.0,20.0,0.6,135.0,7.0,0.0,1485.0,1655.0,3406.0,5.0,1.0,11,0,0,1,3
1519,0,2.9,0,2.0,0.0,30.0,0.7,112.0,7.0,8.0,1122.0,1702.0,2440.0,9.0,5.0,10,1,1,1,2
1254,0,1.2,1,2.0,0.0,50.0,0.7,108.0,5.0,6.0,462.0,1013.0,3959.0,10.0,4.0,17,1,1,0,3
1591,1,2.2,0,3.0,1.0,49.0,0.4,154.0,6.0,7.0,1384.0,1883.0,3703.0,17.0,6.0,20,1,1,0,3
977,1,2.8,1,2.0,0.0,35.0,0.6,165.0,2.0,15.0,1502.0,1862.0,3714.0,19.0,3.0,10,0,1,1,3
1640,1,0.7,0,10.0,1.0,21.0,0.8,169.0,7.0,14.0,589.0,1301.0,337.0,16.0,3.0,5,1,1,0,0
663,0,0.8,1,0.0,0.0,25.0,0.6,183.0,2.0,1.0,82.0,1605.0,3176.0,6.0,2.0,2,1,0,1,2
1744,1,1.0,0,1.0,1.0,20.0,0.5,112.0,8.0,3.0,68.0,718.0,1205.0,18.0,7.0,14,1,0,0,1
1624,0,1.6,1,8.0,0.0,28.0,0.4,150.0,2.0,10.0,689.0,699.0,2473.0,16.0,11.0,2,1,0,0,2
1108,1,1.3,1,14.0,1.0,2.0,0.3,169.0,7.0,20.0,208.0,1742.0,1229.0,5.0,3.0,4,1,1,0,0
1188,1,1.4,1,0.0,1.0,9.0,0.6,114.0,2.0,0.0,1339.0,1558.0,2896.0,12.0,11.0,16,1,0,1,3
817,0,1.3,0,0.0,0.0,11.0,0.5,144.0,3.0,11.0,722.0,766.0,2039.0,11.0,6.0,19,0,1,0,1
863,0,1.6,1,5.0,1.0,6.0,0.7,133.0,4.0,13.0,717.0,1799.0,520.0,10.0,2.0,18,1,0,1,0
1397,0,2.4,1,5.0,1.0,3.0,0.2,121.0,3.0,15.0,433.0,1658.0,1378.0,18.0,15.0,4,1,1,1,1
1108,0,1.0,0,3.0,0.0,49.0,0.7,140.0,5.0,12.0,1298.0,1666.0,3254.0,12.0,0.0,16,1,0,0,3
1068,0,2.0,1,1.0,1.0,37.0,0.9,184.0,7.0,13.0,186.0,1998.0,1803.0,5.0,4.0,7,1,0,0,1
1702,1,2.3,0,12.0,1.0,52.0,0.5,145.0,2.0,15.0,1397.0,1491.0,2501.0,16.0,12.0,4,1,0,0,3
808,0,0.5,1,0.0,0.0,8.0,0.1,192.0,4.0,1.0,618.0,1891.0,3762.0,15.0,9.0,12,1,0,1,3
1156,0,0.5,0,6.0,0.0,61.0,0.1,89.0,7.0,9.0,1214.0,1262.0,1796.0,16.0,6.0,13,0,1,1,1
1271,0,0.5,1,2.0,0.0,54.0,0.1,159.0,8.0,3.0,613.0,650.0,990.0,14.0,11.0,6,0,1,1,0
696,0,0.5,0,6.0,0.0,51.0,0.3,197.0,3.0,8.0,649.0,907.0,2630.0,18.0,8.0,9,0,0,1,1
1981,1,1.9,1,13.0,0.0,45.0,0.3,175.0,6.0,18.0,193.0,1234.0,1380.0,10.0,1.0,13,0,1,0,1
614,0,1.7,1,0.0,1.0,58.0,0.2,128.0,7.0,2.0,22.0,519.0,3487.0,15.0,6.0,11,1,1,1,2
1590,0,0.6,1,0.0,0.0,7.0,0.3,122.0,3.0,17.0,1464.0,1595.0,1201.0,12.0,3.0,18,1,1,1,1
1945,0,1.6,0,4.0,0.0,21.0,0.7,113.0,3.0,10.0,280.0,895.0,3015.0,6.0,1.0,15,0,0,0,3
1135,1,2.8,1,9.0,0.0,43.0,0.4,158.0,1.0,11.0,690.0,1589.0,3204.0,18.0,13.0,6,1,0,0,3
1049,0,0.6,1,8.0,1.0,2.0,0.3,172.0,6.0,10.0,39.0,1564.0,433.0,10.0,7.0,6,1,0,0,0
1807,1,2.1,0,2.0,0.0,49.0,0.8,125.0,1.0,10.0,337.0,1384.0,1906.0,17.0,13.0,13,0,1,1,2
984,1,0.5,0,13.0,1.0,42.0,0.8,98.0,7.0,17.0,1036.0,1611.0,898.0,16.0,8.0,13,1,1,0,0
720,1,1.4,1,0.0,1.0,61.0,0.6,96.0,7.0,8.0,1347.0,1733.0,2799.0,5.0,3.0,15,1,0,1,3
1536,0,0.8,0,12.0,0.0,13.0,0.3,105.0,7.0,20.0,22.0,1634.0,2020.0,6.0,0.0,16,1,1,0,2
771,1,0.5,0,3.0,0.0,25.0,1.0,86.0,4.0,6.0,327.0,922.0,770.0,12.0,1.0,20,0,1,0,0
503,0,2.5,0,3.0,0.0,57.0,0.6,185.0,6.0,11.0,778.0,1291.0,305.0,11.0,8.0,16,0,0,1,0
675,0,2.4,0,1.0,0.0,42.0,0.6,187.0,7.0,2.0,482.0,874.0,2953.0,9.0,5.0,13,1,1,0,2
1936,1,1.9,1,13.0,1.0,34.0,0.2,182.0,7.0,14.0,591.0,1089.0,1671.0,6.0,1.0,9,1,0,1,1
1303,0,1.0,1,0.0,1.0,15.0,0.1,138.0,3.0,10.0,229.0,1604.0,2574.0,12.0,4.0,14,1,1,1,2
1004,1,2.9,1,0.0,0.0,35.0,0.2,141.0,6.0,9.0,901.0,1162.0,3772.0,17.0,8.0,18,0,1,1,3
1972,0,1.2,1,0.0,0.0,37.0,0.7,102.0,2.0,1.0,715.0,1648.0,2870.0,16.0,0.0,17,0,0,0,3
1822,0,1.2,0,0.0,0.0,8.0,0.2,195.0,6.0,0.0,172.0,910.0,2577.0,9.0,5.0,8,1,1,0,2
1159,1,2.8,0,5.0,1.0,18.0,0.5,83.0,1.0,7.0,681.0,723.0,2246.0,8.0,1.0,3,1,1,0,1
1782,1,2.8,1,6.0,1.0,58.0,0.8,157.0,1.0,13.0,867.0,999.0,2405.0,15.0,0.0,16,1,0,1,2
894,0,2.1,1,16.0,0.0,16.0,0.7,168.0,8.0,20.0,286.0,1300.0,3377.0,5.0,1.0,6,1,1,1,2
1884,0,2.1,1,7.0,1.0,43.0,0.8,185.0,1.0,18.0,451.0,819.0,3619.0,14.0,8.0,7,1,1,1,3
1648,1,0.5,0,1.0,1.0,17.0,0.9,142.0,2.0,3.0,1119.0,1238.0,1184.0,6.0,2.0,2,1,0,1,1
798,0,2.4,0,5.0,0.0,4.0,0.2,96.0,3.0,9.0,526.0,643.0,2965.0,15.0,7.0,14,1,1,0,2
802,1,2.4,1,1.0,0.0,45.0,0.8,157.0,3.0,9.0,1299.0,1633.0,3713.0,8.0,3.0,8,0,0,0,3
1276,1,2.9,1,2.0,0.0,53.0,0.3,130.0,2.0,3.0,217.0,735.0,3798.0,19.0,10.0,8,1,1,1,3
1331,1,1.6,0,0.0,0.0,16.0,0.5,165.0,2.0,7.0,1109.0,1226.0,1026.0,13.0,5.0,20,1,0,1,1
1620,0,2.6,1,6.0,0.0,5.0,0.9,186.0,6.0,18.0,434.0,1339.0,1086.0,18.0,14.0,13,1,0,0,1
1996,0,2.5,0,5.0,1.0,51.0,0.4,122.0,4.0,9.0,671.0,1445.0,2236.0,8.0,7.0,12,1,0,1,2
1092,0,2.7,1,8.0,0.0,45.0,0.8,185.0,1.0,10.0,1404.0,1424.0,1303.0,12.0,3.0,20,0,1,1,1
1018,1,0.7,1,7.0,0.0,63.0,0.1,155.0,5.0,18.0,856.0,883.0,3048.0,10.0,3.0,2,0,0,1,2
545,0,0.5,0,0.0,1.0,11.0,0.3,131.0,3.0,1.0,381.0,1452.0,616.0,15.0,6.0,19,1,1,1,0
554,1,1.3,0,0.0,0.0,12.0,0.1,105.0,6.0,10.0,85.0,806.0,3764.0,10.0,7.0,4,0,1,1,2
1264,0,2.9,1,2.0,1.0,34.0,0.2,171.0,3.0,3.0,562.0,849.0,419.0,7.0,4.0,3,1,1,1,0
1030,0,1.6,1,3.0,1.0,58.0,0.2,138.0,6.0,20.0,1111.0,1812.0,2858.0,6.0,2.0,18,1,1,1,3
1432,1,1.7,1,6.0,1.0,39.0,0.3,164.0,4.0,18.0,209.0,947.0,504.0,14.0,4.0,10,1,1,0,0
558,1,2.8,0,1.0,1.0,49.0,0.8,142.0,5.0,4.0,997.0,1605.0,392.0,10.0,5.0,8,1,1,1,0
829,0,0.5,0,0.0,0.0,56.0,0.6,129.0,7.0,1.0,91.0,1916.0,820.0,12.0,6.0,11,1,0,1,0
1741,1,1.8,0,0.0,0.0,14.0,0.7,143.0,8.0,0.0,730.0,1895.0,3387.0,11.0,3.0,3,1,0,0,3
1849,1,2.3,0,7.0,1.0,15.0,0.4,144.0,5.0,19.0,606.0,1123.0,3447.0,14.0,11.0,19,1,0,1,3
733,0,2.1,0,5.0,1.0,7.0,0.2,174.0,7.0,10.0,445.0,1409.0,1403.0,15.0,8.0,2,1,1,0,0
1872,1,0.9,1,0.0,0.0,16.0,0.5,80.0,2.0,2.0,286.0,1484.0,2295.0,15.0,11.0,16,0,0,1,2
1853,0,0.5,1,1.0,0.0,27.0,0.3,197.0,6.0,13.0,985.0,1005.0,1973.0,10.0,2.0,8,1,0,1,2
1149,1,2.2,0,4.0,0.0,30.0,0.2,106.0,6.0,5.0,1617.0,1675.0,3755.0,17.0,14.0,8,1,0,0,3
891,0,0.5,1,9.0,1.0,25.0,0.3,196.0,2.0,19.0,375.0,1724.0,2073.0,7.0,1.0,10,1,0,1,1
1911,1,2.0,0,7.0,1.0,64.0,0.6,163.0,8.0,8.0,1795.0,1958.0,3872.0,9.0,8.0,11,1,1,0,3
550,1,0.5,0,16.0,1.0,23.0,0.1,145.0,2.0,17.0,486.0,1930.0,302.0,18.0,5.0,8,1,0,0,0
576,0,0.8,0,0.0,1.0,27.0,0.1,121.0,2.0,4.0,757.0,1518.0,1519.0,18.0,6.0,8,1,0,1,1
1760,0,1.9,0,1.0,1.0,50.0,0.8,198.0,1.0,2.0,273.0,1704.0,2549.0,10.0,8.0,4,1,1,0,2
969,0,2.4,0,0.0,0.0,45.0,0.3,124.0,7.0,0.0,491.0,589.0,404.0,18.0,5.0,19,1,0,1,0
1160,0,1.1,0,1.0,1.0,63.0,0.7,166.0,3.0,2.0,762.0,859.0,595.0,18.0,4.0,15,1,0,1,0
827,0,1.1,1,2.0,1.0,18.0,0.9,160.0,2.0,16.0,448.0,821.0,1663.0,14.0,0.0,17,1,1,1,0
1786,0,0.5,0,9.0,1.0,58.0,0.7,161.0,7.0,10.0,231.0,1671.0,2764.0,9.0,3.0,7,1,1,1,3
774,1,0.6,1,2.0,1.0,8.0,0.4,136.0,1.0,4.0,1713.0,1865.0,2614.0,7.0,0.0,14,1,1,1,2
819,1,2.5,1,0.0,1.0,11.0,0.2,83.0,8.0,1.0,438.0,822.0,1094.0,10.0,5.0,15,1,0,0,0
1042,0,2.2,0,15.0,1.0,11.0,0.6,139.0,5.0,16.0,68.0,1018.0,2826.0,18.0,0.0,2,1,0,0,2
1368,0,3.0,1,10.0,0.0,50.0,0.2,97.0,7.0,18.0,698.0,829.0,2496.0,13.0,6.0,5,0,1,1,2
1592,0,2.1,0,6.0,1.0,50.0,0.1,181.0,2.0,17.0,510.0,522.0,2103.0,19.0,8.0,7,1,0,0,1
1067,0,1.8,1,11.0,0.0,14.0,0.2,146.0,1.0,15.0,965.0,1009.0,966.0,5.0,0.0,13,0,0,1,0
1892,1,0.7,0,5.0,0.0,47.0,0.4,110.0,4.0,10.0,1399.0,1564.0,2172.0,17.0,14.0,3,1,1,1,2
915,0,1.1,0,6.0,0.0,56.0,0.6,187.0,8.0,17.0,532.0,1448.0,905.0,19.0,10.0,12,0,1,0,0
